Model Realization Faultblock Zone GRV NRV NPV HCPV STOIIP
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Vest Below_Brent_4_1 20549933.79 6030307.70 1596169.60 847335.53 656849.27
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Vest Below_Brent_3_3 24985962.16 13122126.05 3602666.96 1789755.73 1387407.58
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Vest Below_Brent_3_2 3309784.21 2568443.31 782112.53 391860.57 303767.89
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Vest Below_Brent_3_1 3236525.21 921509.29 258027.12 115315.20 89391.63
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Vest Below_Brent_2 2829.75 2768.91 871.55 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Vest Below_Brent_1_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Vest Below_Brent_1_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Vest Below_Brent_1_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Vest Totals 158136015.53 109986060.45 32069275.94 22683181.68 17583862.29
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Sor Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Sor Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Sor Below_Brent_6 28189052.88 27175816.89 8133533.13 6326268.19 4904084.02
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Sor Below_Brent_5 20836692.98 18885884.86 5744586.38 4159858.04 3224696.25
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Sor Below_Brent_4_3 12098183.71 8599459.21 2640414.32 1893795.68 1468058.71
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Sor Below_Brent_4_2 20852730.52 12639783.55 3529867.77 2749170.13 2131139.70
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Sor Below_Brent_4_1 13621141.46 7316479.76 2149539.18 1650488.72 1279448.66
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Sor Below_Brent_3_3 10086059.35 6111361.80 1743090.14 1352083.63 1048126.87
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Sor Below_Brent_3_2 11382698.57 7770936.51 2261894.74 1886282.43 1462234.48
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Sor Below_Brent_3_1 15703879.87 9850376.50 2863444.33 2451146.91 1900113.94
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Sor Below_Brent_2 11275514.62 9195737.67 2711989.56 2210077.22 1713238.21
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Sor Below_Brent_1_3 13392373.41 11186012.90 3266252.54 2358346.68 1828175.77
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Sor Below_Brent_1_2 387008.99 386339.28 110162.32 59294.77 45964.94
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Sor Below_Brent_1_1 3683318.56 2948428.31 778483.88 519075.19 402383.88
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Sor Totals 161508654.91 122066617.24 35933258.28 27615887.59 21407665.43
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Midtre1 Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Midtre1 Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Midtre1 Below_Brent_6 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Midtre1 Below_Brent_5 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Midtre1 Below_Brent_4_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Midtre1 Below_Brent_4_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Midtre1 Below_Brent_4_1 178465.80 60088.31 16314.20 12041.04 9334.14
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Midtre1 Below_Brent_3_3 2424325.14 1481432.36 387957.33 259928.36 201494.86
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Midtre1 Below_Brent_3_2 1625026.61 558906.59 143453.02 89370.07 69279.12
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Midtre1 Below_Brent_3_1 1959980.92 1011294.08 279061.61 194762.91 150979.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Midtre1 Below_Brent_2 5696659.39 5569555.05 1799135.24 1325197.03 1027284.55
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Midtre1 Below_Brent_1_3 6565267.80 5755984.40 1766138.89 1172586.67 908981.94
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Midtre1 Below_Brent_1_2 5764411.24 5193970.05 1452599.32 997423.99 773196.91
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Midtre1 Below_Brent_1_1 921419.00 606138.33 131576.97 49032.44 38009.65
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Midtre1 Totals 25135555.92 20237369.18 5976236.57 4100342.51 3178560.18
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Midtre3 Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Midtre3 Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Midtre3 Below_Brent_6 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Midtre3 Below_Brent_5 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Midtre3 Below_Brent_4_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Midtre3 Below_Brent_4_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Midtre3 Below_Brent_4_1 4980.74 4335.55 1569.18 1378.48 1068.59
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Midtre3 Below_Brent_3_3 659698.72 396170.00 119258.64 97928.82 75913.82
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Midtre3 Below_Brent_3_2 2706699.76 2139274.38 696181.40 598421.14 463892.37
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Midtre3 Below_Brent_3_1 10293926.11 5326554.96 1642567.08 1399616.16 1084973.80
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Midtre3 Below_Brent_2 1417173.48 1316724.58 429919.10 384851.77 298334.71
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Midtre3 Below_Brent_1_3 8314452.79 7570628.16 2338025.59 2038863.09 1580514.07
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Midtre3 Below_Brent_1_2 35417466.60 33035196.90 9954613.92 8723721.82 6762575.25
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Midtre3 Below_Brent_1_1 39109010.22 17400523.97 4381125.55 3521563.02 2729893.89
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Midtre3 Totals 97923408.42 67189408.49 19563260.47 16766344.29 12997166.50
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Westof054C Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Westof054C Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Westof054C Below_Brent_6 14716.83 13045.94 3769.38 2174.87 1685.94
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Westof054C Below_Brent_5 1301618.31 1261017.74 385975.87 223658.16 173378.42
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Westof054C Below_Brent_4_3 98844.56 16242.01 4781.41 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Westof054C Below_Brent_4_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Westof054C Below_Brent_4_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Westof054C Below_Brent_3_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Westof054C Below_Brent_3_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Westof054C Below_Brent_3_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Westof054C Below_Brent_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Westof054C Below_Brent_1_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Westof054C Below_Brent_1_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Westof054C Below_Brent_1_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Westof054C Totals 1415179.70 1290305.69 394526.65 225833.03 175064.37
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Westof053C Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Westof053C Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Westof053C Below_Brent_6 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Westof053C Below_Brent_5 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Westof053C Below_Brent_4_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Westof053C Below_Brent_4_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Westof053C Below_Brent_4_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Westof053C Below_Brent_3_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Westof053C Below_Brent_3_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Westof053C Below_Brent_3_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Westof053C Below_Brent_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Westof053C Below_Brent_1_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Westof053C Below_Brent_1_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Westof053C Below_Brent_1_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Westof053C Totals 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_MidtreNord Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_MidtreNord Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_MidtreNord Below_Brent_6 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_MidtreNord Below_Brent_5 11994.71 11874.58 3525.18 2564.71 1988.15
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_MidtreNord Below_Brent_4_3 166271.12 164828.09 44417.10 15419.01 11952.72
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_MidtreNord Below_Brent_4_2 449055.22 163527.16 41098.41 15461.63 11985.76
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_MidtreNord Below_Brent_4_1 499551.57 130623.81 34435.33 17195.22 13329.63
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_MidtreNord Below_Brent_3_3 4256629.59 1981741.29 551783.40 273125.18 211724.95
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_MidtreNord Below_Brent_3_2 27996288.50 9286894.34 2393312.24 1306234.47 1012584.89
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_MidtreNord Below_Brent_3_1 2186110.74 1626805.17 458871.14 282725.32 219166.92
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_MidtreNord Below_Brent_2 323397.68 319364.26 100256.88 56247.45 43602.68
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_MidtreNord Below_Brent_1_3 4761505.25 4402326.05 1365771.73 827627.54 641571.76
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_MidtreNord Below_Brent_1_2 1266705.54 1204493.58 327503.65 194462.80 150746.36
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_MidtreNord Below_Brent_1_1 208828.86 113237.03 26592.53 7208.36 5587.87
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_MidtreNord Totals 42126338.78 19405715.37 5347567.59 2998271.68 2324241.68
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Ost_All Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Ost_All Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Ost_All Below_Brent_6 9597836.77 8387255.77 2544829.37 2085697.27 1616819.64
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Ost_All Below_Brent_5 41081086.01 34269473.70 10241626.61 7522845.28 5831663.18
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Ost_All Below_Brent_4_3 12335528.58 9715175.85 2728316.57 1657039.94 1284527.12
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Ost_All Below_Brent_4_2 929708.07 399825.17 103217.26 37279.76 28899.04
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Ost_All Below_Brent_4_1 5167085.46 2271623.14 617678.48 217046.06 168252.76
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Ost_All Below_Brent_3_3 2408045.62 701657.99 195038.61 115635.67 89640.06
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Ost_All Below_Brent_3_2 126901.77 48718.73 12863.76 6740.57 5225.25
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Ost_All Below_Brent_3_1 2242223.03 756386.64 216345.56 133870.42 103775.52
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Ost_All Below_Brent_2 918358.70 910970.31 293755.01 239005.43 185275.53
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Ost_All Below_Brent_1_3 1465945.51 1265059.82 399951.29 305985.11 237197.77
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Ost_All Below_Brent_1_2 828512.55 748596.69 230236.62 185792.21 144024.98
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Ost_All Below_Brent_1_1 384353.46 170872.90 35736.36 16449.21 12751.32
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_Ost_All Totals 77485585.54 59645616.71 17619595.49 12523386.92 9708052.16
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_RwBr_Dr Below_Draupne 18077735.65 14639146.04 4379157.21 3431938.66 2660417.64
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_RwBr_Dr Below_ReWorkedBrent 106316548.86 75417369.82 20623524.10 15980218.44 12387766.60
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_RwBr_Dr Below_Brent_6 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_RwBr_Dr Below_Brent_5 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_RwBr_Dr Below_Brent_4_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_RwBr_Dr Below_Brent_4_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_RwBr_Dr Below_Brent_4_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_RwBr_Dr Below_Brent_3_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_RwBr_Dr Below_Brent_3_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_RwBr_Dr Below_Brent_3_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_RwBr_Dr Below_Brent_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_RwBr_Dr Below_Brent_1_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_RwBr_Dr Below_Brent_1_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_RwBr_Dr Below_Brent_1_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 2015Tordis_RwBr_Dr Totals 124394284.51 90056515.86 25002681.31 19412157.10 15048184.24
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 Totals Below_Draupne 18077735.65 14639146.04 4379157.21 3431938.66 2660417.64
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 Totals Below_ReWorkedBrent 106316548.86 75417369.82 20623524.10 15980218.44 12387766.60
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 Totals Below_Brent_6 63412907.95 59654090.11 17623339.68 13643865.62 10576640.33
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 Totals Below_Brent_5 117058778.07 103426488.60 31309280.27 23926543.96 18547709.05
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 Totals Below_Brent_4_3 34935996.12 27686556.80 8009840.69 5066014.27 3927142.96
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 Totals Below_Brent_4_2 38606618.53 18276980.20 5036926.28 3593723.45 2785832.21
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 Totals Below_Brent_4_1 40021158.83 15813458.28 4415705.97 2745485.05 2128283.05
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 Totals Below_Brent_3_3 44820720.60 23794489.49 6599795.07 3888457.39 3014308.14
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 Totals Below_Brent_3_2 47147399.42 22373173.85 6289817.69 4278909.23 3316984.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 Totals Below_Brent_3_1 36811122.26 19711263.90 5778997.83 4622243.49 3583134.60
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 Totals Below_Brent_2 24331013.27 21986285.03 6827770.17 5502428.33 4265448.45
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 Totals Below_Brent_1_3 74186915.70 67360403.38 20732510.91 16076872.58 12462692.29
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 Totals Below_Brent_1_2 73468024.86 67396679.35 19577323.27 15206734.79 11788166.86
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 Totals Below_Brent_1_1 54091464.97 26035885.44 6390924.17 4744592.26 3677978.61
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 76 Totals Totals 773286405.09 563572270.30 163594913.31 122708027.54 95122504.78
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 77 2015Tordis_Midtre2 Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 77 2015Tordis_Midtre2 Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 77 2015Tordis_Midtre2 Below_Brent_6 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 77 2015Tordis_Midtre2 Below_Brent_5 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 77 2015Tordis_Midtre2 Below_Brent_4_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 77 2015Tordis_Midtre2 Below_Brent_4_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 77 2015Tordis_Midtre2 Below_Brent_4_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 77 2015Tordis_Midtre2 Below_Brent_3_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 77 2015Tordis_Midtre2 Below_Brent_3_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 77 2015Tordis_Midtre2 Below_Brent_3_1 7219445.44 4175104.06 1220689.94 958560.45 743070.14
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 77 2015Tordis_Midtre2 Below_Brent_2 8726461.04 8654542.78 2744212.05 2341808.74 1815355.66
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 77 2015Tordis_Midtre2 Below_Brent_1_3 29919928.14 27558869.60 8568867.93 6676614.22 5175670.09
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 77 2015Tordis_Midtre2 Below_Brent_1_2 29901792.31 27669493.60 7886182.51 5598745.32 4340112.78
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 77 2015Tordis_Midtre2 Below_Brent_1_1 12610195.02 5732621.64 1202822.87 745736.54 578090.36
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 77 2015Tordis_Midtre2 Totals 88377821.95 73790631.67 21622775.30 16321465.28 12652299.04
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 77 2015Tordis_Vest Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 77 2015Tordis_Vest Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 77 2015Tordis_Vest Below_Brent_6 32248923.42 30037552.58 8653787.45 6398098.22 4959766.21
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 77 2015Tordis_Vest Below_Brent_5 51049663.33 48317934.35 14558717.61 10668438.47 8270107.58
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 77 2015Tordis_Vest Below_Brent_4_3 7946119.49 6037542.98 1702768.71 1015529.92 787232.52
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 77 2015Tordis_Vest Below_Brent_4_2 26083497.91 7390126.48 1865408.12 1026590.78 795806.83
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 77 2015Tordis_Vest Below_Brent_4_1 14237055.17 6922939.91 2026676.51 1173324.85 909554.18
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 77 2015Tordis_Vest Below_Brent_3_3 19933322.94 9637491.50 2685741.05 1510800.13 1171162.93
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 77 2015Tordis_Vest Below_Brent_3_2 3482022.09 1596414.76 488153.02 238506.58 184888.83
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 77 2015Tordis_Vest Below_Brent_3_1 2004694.08 710101.90 205369.05 115695.47 89686.42
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 77 2015Tordis_Vest Below_Brent_2 884710.47 874630.12 275902.06 139002.89 107754.18
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 77 2015Tordis_Vest Below_Brent_1_3 217709.10 212986.91 66014.04 28331.83 21962.66
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 77 2015Tordis_Vest Below_Brent_1_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 77 2015Tordis_Vest Below_Brent_1_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 77 2015Tordis_Vest Totals 158087717.99 111737721.49 32528537.64 22314319.16 17297922.34
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 77 2015Tordis_Sor Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 77 2015Tordis_Sor Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 77 2015Tordis_Sor Below_Brent_6 21866261.53 20328358.31 5943124.55 4401173.12 3411762.21
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 77 2015Tordis_Sor Below_Brent_5 27412636.09 23981045.27 7171024.19 5134036.01 3979872.99
